rate,votes,location,rest_type,dish_liked,cuisines
4.1/5,210,Jayanagar,Dessert Parlor Beverage Shop,Faluda Mango Lassi Sweet Lassi Fruit Salad Shrikhand Matka Kulfi Pudina Lassi,Beverages
3.0/5,213,Banashankari,Quick Bites,Neer Dosa Sea Food Pepper Chicken,North Indian South Indian Chinese Biryani Seafood
3.2/5,208,Jayanagar,Beverage Shop Quick Bites,Ginger Chai Ginger Tea Banana Cake Samosa Masala Chai Banana Walnut,Tea Beverages Fast Food
3.8/5,70,Banashankari,Quick Bites,Masala Dosa Idli Filter Coffee Medu Dosa,South Indian
4.0/5,219,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian
3.7/5,59,Banashankari,Quick Bites,Paratha Kachori Tea Lassi Samosa Vada Pav,North Indian Street Food
3.7/5,124,Kumaraswamy Layout,Casual Dining,Biryani Chicken Grill Butter Chicken,Biryani North Indian Chinese Seafood
4.1/5,775,Banashankari,Casual Dining,Pasta Lunch Buffet Masala Papad Paneer Lajawab Tomato Shorba Dum Biryani Sweet Corn Soup,North Indian Mughlai Chinese
4.2/5,2022,Jayanagar,Casual Dining,Veg Buffet Pasta Salads Rasmalai Chaat Biryani Fries,North Indian South Indian
4.2/5,150,Banashankari,Cafe,Mocktails Peri Fries Lasagne Pizza Chicken Bbq Wings Virgin Mojito Nachos,Cafe Italian Continental
4.0/5,232,Basavanagudi,Casual Dining,Paneer Tikka Masala Papad Garlic Naan,North Indian Chinese
3.5/5,431,Jayanagar,Casual Dining,Gajar Ka Halwa Lassi Jeera Rice Shahi Paneer Shikanji Makke Ki Roti Kofta Curry,North Indian
4.2/5,2115,Banashankari,Casual Dining,Pizza Pasta Garlic Bread Nachos Penne Alfredo Mozzarella Sticks Salad,Pizza Italian Continental Desserts
4.2/5,150,Jayanagar,Casual Dining,Lassi French Fries Cheese Balls Paneer Pakora Dal Makhani Buttermilk Cheese Paratha,North Indian
3.8/5,155,Jayanagar,Casual Dining,Pav Bhaji Chaat Sandwiches Coffee Noodles Masala Dosa Roti,South Indian North Indian Chinese Street Food
4.1/5,666,Jayanagar,Casual Dining Bar,Andhra Meal Mutton Biryani Chicken Sholay Chicken Biryani Chicken Guntur Andhra Thali Guava Ice Cream,Andhra Biryani North Indian Chinese
3.9/5,240,Basavanagudi,Cafe,Fries Oreo Shake Pasta Arrabiata,Cafe
3.8/5,918,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian
4.0/5,465,Jayanagar,Casual Dining,Butter Naan Filter Coffee Pav Bhaji Vada Babycorn Manchurian Tea Paneer Tikka Masala,South Indian North Indian Chinese Street Food
4.1/5,970,Jayanagar,Microbrewery Casual Dining,Cocktails Pasta Paneer Tikka Mocktails Wheat Beer Corn Paratha Misal Pav,North Indian Continental Finger Food American Asian
3.3/5,128,Banashankari,Quick Bites,Lassi Panneer Butter Masala Paratha Thali,North Indian Chinese
3.6/5,241,Kumaraswamy Layout,Quick Bites,Mughlai Paratha Laccha Paratha Rolls,North Indian Chinese
4.3/5,734,Banashankari,Quick Bites,Panneer Butter Masala Vada Curd Rice Idli Jeera Rice Naan Kulcha,South Indian North Indian Chinese Street Food
3.8/5,130,Jayanagar,Quick Bites,Biryani Chilli Chicken Neer Dosa,North Indian Biryani
4.2/5,261,Jayanagar,Cafe,Sandwiches Pasta Cobb Salad Pizza Burgers Calzone Fries,Cafe Continental Beverages
4.0/5,191,Kumaraswamy Layout,Quick Bites,Biryani,South Indian North Indian Chinese Street Food Beverages
4.1/5,364,Basavanagudi,Casual Dining,Masala Dosa Filter Coffee Maddur Vada Curd Vadai Onion Dosa Upma Sunday Breakfast,South Indian Chinese North Indian Street Food Rolls Juices
3.9/5,888,Banashankari,Casual Dining,Spring Dosa Coffee Spring Roll Masala Papad Rava Idli Panneer Butter Masala Chaat,North Indian South Indian Chinese Fast Food Juices
3.9/5,750,Basavanagudi,Casual Dining,Coffee Spring Roll Roti Panneer Butter Masala Noodles Butter Naan Masala Dosa,North Indian Chinese South Indian
4.2/5,164,Banashankari,Cafe,Coffee Spaghetti Pancakes Nachos Pasta Sandwich Garlic Bread,Cafe Chinese Continental Italian
3.8/5,527,Basavanagudi,Casual Dining,Masala Chaach Tomato Shorba Gajar Ka Halwa Biryani Deluxe Punjabi Thali Rajma Paneer Tikka Masala,North Indian
4.3/5,345,Banashankari,Dessert Parlor,Hot Chocolate Fudge Vanilla Ice Cream Fudge Cake Chocolate Mousse,Ice Cream Desserts
4.4/5,356,Banashankari,Sweet Shop,Dhokla Jalebi Badam Milk Rabri Rasgulla Rasmalai Samosa Kachori,Mithai
3.9/5,38,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream
3.9/5,116,Banashankari,Dessert Parlor,Sandwiches Hot Chocolate Fudge Strawberry Milkshake,Ice Cream Desserts Beverages Sandwich
3.8/5,918,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian
3.8/5,144,Banashankari,Cafe,Pasta Gelato Garlic Bread Mojito Nachos Paneer Pizza Mocktails,Chinese Cafe Italian
4.3/5,860,Banashankari,Dessert Parlor,Nachos Cup Cake Hot Chocolate Fudge Salsa Cheesy Garlic Bread Waffles Tiramisu,Desserts Ice Cream
3.8/5,45,Banashankari,Takeaway Delivery,Cup Cake Chocolate Cake,Bakery
3.9/5,70,Banashankari,Dessert Parlor,Waffles,Fast Food Desserts Ice Cream
4.0/5,98,Basavanagudi,Sweet Shop Quick Bites,Mysore Pak Pav Bhaji Chaat Masala Poori Badam Milk Paratha Panipuri,Mithai Street Food North Indian Chinese
4.0/5,219,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian
4.0/5,73,Basavanagudi,Bakery,Macaroon Mousse Caramel Eclair,Bakery French Desserts
2.7/5,97,Basavanagudi,Casual Dining,Masala Dosa,South Indian North Indian Chinese Street Food
3.9/5,888,Banashankari,Casual Dining,Spring Dosa Coffee Spring Roll Masala Papad Rava Idli Panneer Butter Masala Chaat,North Indian South Indian Chinese Fast Food Juices
4.0/5,349,Banashankari,Casual Dining,Sea Food Neer Dosa Anjal Masala Fry Coconut Pudding Chicken Biryani Roti Fish Curry,Seafood Biryani Beverages South Indian North Indian Kebab
4.2/5,287,Banashankari,Quick Bites,Panneer Butter Masala Lassi Paratha Jeera Rice Paneer Parantha Bhindi Fry Veg Kolhapuri,North Indian
4.6/5,2556,Banashankari,Casual Dining Cafe,Farmhouse Pizza Chocolate Banana Virgin Mojito Pasta Paneer Tikka Lime Soda Prawn Pizza,Pizza Cafe Italian
4.2/5,354,Banashankari,Casual Dining,Sushi Noodles Wine Khau Suey Mocktails Yakisoba Spring Roll,Asian Korean Indonesian Japanese Chinese Thai Momos
4.1/5,775,Banashankari,Casual Dining,Pasta Lunch Buffet Masala Papad Paneer Lajawab Tomato Shorba Dum Biryani Sweet Corn Soup,North Indian Mughlai Chinese
4.2/5,2115,Banashankari,Casual Dining,Pizza Pasta Garlic Bread Nachos Penne Alfredo Mozzarella Sticks Salad,Pizza Italian Continental Desserts
3.8/5,977,Banashankari,Lounge,Beer Chicken Wings Chilli Chicken Onion Rings Fries,Finger Food
4.1/5,868,Banashankari,Pub,Beer Wedges Pizza Nachos Salads Papaya Salad Buffalo Wings,Continental Italian Mexican North Indian Chinese Steak
4.0/5,324,Banashankari,Cafe,Pizza Mocktails Coffee Nachos Salad Pasta Sandwiches,Cafe Italian Continental
4.1/5,787,Banashankari,Casual Dining,Momos Lunch Buffet Chocolate Nirvana Thai Green Curry Paneer Tikka Dum Biryani Chicken Biryani,Chinese North Indian Thai
4.2/5,504,Banashankari,Cafe,Waffles Pasta Coleslaw Sandwich Choco Waffle Tacos Momos Cheese Nachos,Cafe Mexican Italian Momos Beverages
4.1/5,402,Banashankari,Cafe,Waffles Pasta Crispy Chicken Honey Chilli Chicken Sandwich Coffee Crepe,Cafe
4.2/5,150,Banashankari,Cafe,Mocktails Peri Fries Lasagne Pizza Chicken Bbq Wings Virgin Mojito Nachos,Cafe Italian Continental
4.2/5,164,Banashankari,Cafe,Coffee Spaghetti Pancakes Nachos Pasta Sandwich Garlic Bread,Cafe Chinese Continental Italian
4.2/5,244,Banashankari,Casual Dining,Pasta Pepper Pizza Paneer Pizza Peppy Paneer Nachos Supreme Pizza Manchow Soup,Italian North Indian Mexican
4.0/5,771,Banashankari,Casual Dining,Panner Tikka Kulfi Coffee Pav Bhaji Carrot Halwa Fried Rice Set Dosa,South Indian North Indian Chinese
4.2/5,1647,Banashankari,Casual Dining,Noodles Momos Veg Manchow Soup Kung Pao Chicken Chicken Lollipop Chop Suey Dragon Chicken,Chinese Thai Momos
4.0/5,808,Banashankari,Casual Dining,Salads Panneer Butter Masala Rabri Gajar Ka Halwa Manchow Soup Aam Panna Tomato Basil Soup,North Indian Chinese
4.0/5,424,Banashankari,Cafe,Sandwich Omelette Ice Tea Virgin Mojito Hot Chocolate Pasta Arrabiata Hazelnut Cappuccino,Cafe Continental
3.9/5,135,Banashankari,Casual Dining,Spring Roll Manchow Soup Babycorn Manchurian Mint Cooler Roti Panneer Butter Masala,North Indian Chinese Continental
3.8/5,918,Banashankari,Cafe Casual Dining,Churros Cannelloni Minestrone Soup Hot Chocolate Pink Sauce Pasta Salsa Veg Supreme Pizza,Cafe Mexican Italian
3.8/5,90,Banashankari,Cafe,Garlic Bread Burgers Sandwiches Pizza Hot Chocolate Fudge Waffles Potato Wedges,Cafe
3.9/5,519,Banashankari,Casual Dining,Tom Yum Soup Wine Spring Roll Singapore Noodles Manchow Soup Golden Fried Prawns Lamb,Chinese Momos Thai Vietnamese
3.6/5,105,Banashankari,Casual Dining,Pho Papaya Salad Coffee Veg Momos Rolls,Vietnamese
3.9/5,133,Banashankari,Cafe,Momos Mushroom Bruschettas Jalapeno Cheeseballs Pasta Red Velvet Shake Red Velvet Milkshake Maggi,Cafe Fast Food Continental Chinese Momos
3.8/5,144,Banashankari,Cafe,Pasta Gelato Garlic Bread Mojito Nachos Paneer Pizza Mocktails,Chinese Cafe Italian
3.9/5,93,Banashankari,Cafe,Cheese Maggi Peri Peri Fries Pasta Arrabiata,Cafe Italian American
3.8/5,42,Banashankari,Quick Bites,Roti Masala Dosa,South Indian North Indian Chinese
2.5/5,247,Banashankari,Casual Dining,Paratha Boondi Raita Roti Kulfi Panneer Butter Masala Sweet Lassi Dal Tadka,North Indian
3.0/5,62,Banashankari,Cafe,Burgers Caramel Milkshake Iced Coffee Iced Tea,Cafe French North Indian
3.8/5,160,Banashankari,Casual Dining,Masala Papad Paneer Satay Paneer Hyderabadi Butter Naan Roti,North Indian Chinese
3.6/5,129,Banashankari,Casual Dining,Sea Food Neer Dosa,Mangalorean Seafood North Indian
3.3/5,62,Banashankari,Bar,Chilli Chicken,South Indian North Indian Chinese
2.6/5,283,Banashankari,Casual Dining,Biryani Chicken Guntur Thali Buttermilk Manchurian,North Indian
3.8/5,59,Banashankari,Casual Dining,Stuffed Mushroom Chicken Biryani Jal-jeera,North Indian Chinese
3.5/5,179,Banashankari,Casual Dining,Gulab Jamun Roti Masala Papad Babycorn Manchurian Paratha Clear Soup Biryani,North Indian Chinese Beverages
3.8/5,62,Banashankari,Quick Bites,Kesari Bath Masala Dosa,South Indian Chinese
3.0/5,98,Banashankari,Bar,Paneer Tikka Dal Kichadi French Fries,North Indian Chinese
2.7/5,128,Banashankari,Casual Dining,Cantonese Noodles Basil Chicken Hunan Chicken Gravy Manchow Soup Dragon Chicken Chicken Grill,Chinese Thai
2.8/5,45,Banashankari,Casual Dining,Pesto Pizza,Pizza Italian Salad
3.5/5,41,South Bangalore,Food Truck,Pizza,Pizza Fast Food BBQ
3.7/5,405,Banashankari,Casual Dining,Pizza Potato Wedges Country Feast Pasta Garlic Bread Lemonade,Pizza Fast Food
3.9/5,388,Banashankari,Casual Dining,Chicken Biryani Ragi Mudde Mutton Chops,Biryani North Indian Seafood Andhra
4.7/5,651,Banashankari,Quick Bites,Masala Dosa Vada Upma Filter Coffee Kesari Bath Idli Chutney Kharabath,South Indian
4.3/5,734,Banashankari,Quick Bites,Panneer Butter Masala Vada Curd Rice Idli Jeera Rice Naan Kulcha,South Indian North Indian Chinese Street Food
4.0/5,1047,Banashankari,Quick Bites,Pasta Momos Rolls Chicken Roll Chilli Chicken Paneer Roll Spaghetti,Italian Continental Fast Food Chinese Momos
3.8/5,505,Banashankari,Quick Bites,Burgers French Fries,Burger Fast Food
3.9/5,264,Banashankari,Quick Bites,Jowar Roti Buttermilk Sabudana Vada Thali Mirchi Bajji Brinjal Curry,South Indian
3.9/5,286,Banashankari,Quick Bites,Burgers Fries Hot Chocolate,Burger Fast Food
4.4/5,343,Banashankari,Quick Bites,Masala Dosa Idli Chutney Kharabath Filter Coffee Kesari Bath Idli Vada Maddur Vada,South Indian
3.8/5,70,Banashankari,Quick Bites,Tandoori Maggi Paneer Sizzler Pasta Pizza Butter Garlic Fries Peri Peri Maggi Garlic Maggi,Fast Food Beverages
3.8/5,70,Banashankari,Quick Bites,Masala Dosa Idli Filter Coffee Medu Dosa,South Indian
3.7/5,237,Banashankari,Quick Bites,Chicken Biryani,South Indian Fast Food
4.1/5,201,Banashankari,Quick Bites,Masala Dosa Tirupathi Pongal Filter Coffee Vada Kharabath Kali Dosa Rava Idli,South Indian North Indian Chinese Street Food
2.8/5,506,Banashankari,Quick Bites,Burgers Lassi Chicken Grill Naan Momos Chicken Burger Biryani,North Indian Fast Food Chinese Burger
4.1/5,520,Banashankari,Quick Bites,Vegetable Biryani Ginger Chicken Chicken Biryani Donne Biryani Chicken Kebab Egg Bhurji Dum Biryani,Biryani Chinese Kebab
3.7/5,88,Banashankari,Quick Bites,Masala Dosa,South Indian North Indian
3.7/5,136,Banashankari,Quick Bites,Veggie Delight Paneer Tikka Salad,Salad Fast Food
3.9/5,88,Banashankari,Quick Bites,Khali Dosa Kali Dosa Masala Dosa Vada Sambar,South Indian
3.8/5,189,Banashankari,Quick Bites,Coffee Jeera Rice Masala Dosa Neer Dosa,South Indian
3.8/5,39,Banashankari,Quick Bites,Masala Dosa,South Indian Chinese North Indian
3.9/5,540,Banashankari,Quick Bites,Pane Pizza Lava Cake Pasta Stuffed Garlic Bread Chocolava Cake Tacos,Pizza Fast Food
3.6/5,71,Banashankari,Quick Bites,Vegetable Biryani Masala Dosa Kulcha Masala Papad Tomato Soup,North Indian South Indian
3.5/5,88,Banashankari,Quick Bites,Chicken Grill,South Indian North Indian Chinese Biryani
3.0/5,87,Banashankari,Quick Bites,Garlic Bread Pasta Nachos Salsa Thin Crust Pizza,Pizza Italian
4.2/5,415,Banashankari,Quick Bites,Rolls Veggie Wrap Chocolate Fantasy Rice Bowls Chicken Rice Paneer Makhanwala Chicken Tikka Wrap,North Indian Biryani Fast Food
3.3/5,128,Banashankari,Quick Bites,Lassi Panneer Butter Masala Paratha Thali,North Indian Chinese
4.1/5,94,Banashankari,Quick Bites,Coffee Masala Dosa Kharabath Idli Vada Kesari Bath,South Indian
3.7/5,65,Banashankari,Quick Bites,Panipuri Chaat Noodles Dahi Bhalle,Fast Food Street Food
3.5/5,52,Banashankari,Quick Bites,Rooftop Ambience,South Indian
3.0/5,290,Banashankari,Quick Bites,Chicken Grill Biryani Roti Chicken Masala,North Indian Chinese Biryani Kebab
3.7/5,59,Banashankari,Quick Bites,Paratha Kachori Tea Lassi Samosa Vada Pav,North Indian Street Food
3.7/5,130,Banashankari,Quick Bites,Coffee Tea Kesari Bath Open Dosa Vada Idli Bread Dosa,South Indian
3.5/5,80,Banashankari,Quick Bites,Rolls Burgers Juicy Momos Chicken Momo Chocolate Momos Mushroom Momo Paneer Momos,Tibetan Momos
3.9/5,441,Banashankari,Quick Bites,Biryani,South Indian North Indian Chinese Biryani
3.6/5,84,Banashankari,Quick Bites,Coffee Masala Dosa,South Indian North Indian Chinese
4.0/5,42,Banashankari,Quick Bites,Cheese Dosa Chocolate Dosa Corn Dosa Pesarattu Bread Dosa,South Indian Street Food
3.0/5,213,Banashankari,Quick Bites,Neer Dosa Sea Food Pepper Chicken,North Indian South Indian Chinese Biryani Seafood
4.2/5,725,Jayanagar,Quick Bites,Mutton Biryani Mutton Chops Chicken Biryani Chicken Fry Paya Mutton Fry Chilli Chicken,South Indian Biryani
3.9/5,750,Basavanagudi,Casual Dining,Coffee Spring Roll Roti Panneer Butter Masala Noodles Butter Naan Masala Dosa,North Indian Chinese South Indian
3.8/5,166,Basavanagudi,Casual Dining,Panipuri Gol Gappe,North Indian Rajasthani
4.4/5,4460,Basavanagudi,Quick Bites,Filter Kaapi Filter Coffee Khara Bhath Maddur Vada Crispy Masala Dosa Kesari Bath Ghee Masala Dosa,South Indian
3.9/5,153,Basavanagudi,Casual Dining,Curd Rice Coriander Soup Masala Dosa Biryani Thali,South Indian
3.8/5,469,Basavanagudi,Casual Dining,Masala Papad Paneer Satay Vegetable Biryani Panneer Butter Masala Tomato Soup Manchow Soup Roti,North Indian Chinese Beverages
4.1/5,364,Basavanagudi,Casual Dining,Masala Dosa Filter Coffee Maddur Vada Curd Vadai Onion Dosa Upma Sunday Breakfast,South Indian Chinese North Indian Street Food Rolls Juices
3.8/5,286,Basavanagudi,Casual Dining,Onion Rings Pasta Kadhai Paneer Salads Salad Roti Jeera Rice,North Indian
3.8/5,527,Basavanagudi,Casual Dining,Masala Chaach Tomato Shorba Gajar Ka Halwa Biryani Deluxe Punjabi Thali Rajma Paneer Tikka Masala,North Indian
3.9/5,101,Basavanagudi,Quick Bites,Sweet Pongal Curd Rice,South Indian
4.1/5,558,Basavanagudi,Quick Bites,Benne Dosa Mirchi Bajji Filter Coffee Poha Tea Butter Dosa Crispy Dosa,South Indian
3.8/5,148,Basavanagudi,Casual Dining Cafe,Paratha Sandwich Chilli Idli Noodles Sandwiches Lime Soda,North Indian Cafe Chinese Fast Food
2.7/5,377,Basavanagudi,Pub,Thai Chicken Chicken Lollipop Cocktails Jeera Rice Rolls Draught Beer French Fries,North Indian Chinese Thai
3.9/5,206,Basavanagudi,Quick Bites,Chicken Biryani Mutton Biryani Egg Biryani Chicken Fry Mutton Fry,South Indian Mangalorean
3.9/5,100,Basavanagudi,Quick Bites,Coffee Vada Curd Rice Ghee Roast Paneer Thali,South Indian North Indian Chinese
4.2/5,444,Basavanagudi,Quick Bites,Sweet Pongal Mini Idlis Filter Coffee Open Masala Dosa Pakoda Vada Raagi Dosa,South Indian
3.9/5,133,Basavanagudi,Casual Dining,Chilli Paneer Pizza Mocktails French Fries White Sauce Pasta Nachos Manchurian,Italian Continental
4.0/5,219,Basavanagudi,Cafe,Pizza Fries Anjeer Ice Cream Sandwiches Gelato Burgers Kesar Badam,Cafe Italian
4.2/5,253,Basavanagudi,Quick Bites,Khali Dosa Kali Dosa Upma Filter Coffee Kesari Bath Set Dosa Masala Dosa,South Indian
3.7/5,61,Basavanagudi,Casual Dining,Mutton Biryani Crispy Fried Chicken,Biryani South Indian North Indian Chinese Andhra
3.8/5,155,Mysore Road,Casual Dining,Pav Bhaji Masala Dosa Idli Vada Filter Coffee Pongal Curd Rice Kesari Bath,South Indian Fast Food Street Food
3.9/5,233,Jayanagar,Casual Dining,Corn Augratin Lasagne Fries Garlic Bread Pili Pili Pizza Mexican Rice Ravioli,Italian Pizza North Indian Salad
3.7/5,264,Mysore Road,Casual Dining,Kadhai Paneer Ghee Rice Chicken Grill Shawarma Paratha Biryani Butter Chicken,North Indian Chinese Biryani Beverages
4.1/5,238,Basavanagudi,Quick Bites,Masala Dosa Vada Obbattu Badam Milk Khara Bhath Coffee Puri Saagu,South Indian
4.1/5,176,Basavanagudi,Casual Dining,Brownie Mojito Prawn Ghee Roast Corn Tikki Mushroom Ghee Roast Pinacolada Biryani,Andhra North Indian Chinese
3.7/5,93,Basavanagudi,Quick Bites,Masala Vada Pav Cheese Vada Pav Fries,Street Food
3.8/5,124,Basavanagudi,Quick Bites,Masala Poori Rumali Roti Sandwiches Chaat Burgers,South Indian Fast Food North Indian Desserts
4.3/5,275,Basavanagudi,Quick Bites,Kharabath Crispy Vada Filter Coffee Idli Vada Idli Chutney Kesari Bath Gulab Jamun,South Indian
4.2/5,254,Basavanagudi,Quick Bites,Masala Dosa Vada Set Dosa Filter Coffee Raita Idli Sambar Crispy Dosa,South Indian
4.1/5,177,Basavanagudi,Quick Bites,Filter Coffee Rava Idli Kali Dosa Carrot Halwa Idli Vada Vada Sambar Bonda,South Indian
4.0/5,132,Basavanagudi,Quick Bites,Sandwiches Veg Burger Pizza Sandwich Burgers French Fries Wedges Club Sandwich,Fast Food
3.8/5,74,Basavanagudi,Quick Bites,Coffee Masala Dosa Vegetable Biryani,South Indian North Indian Chinese
3.6/5,172,Uttarahalli,Casual Dining,Biryani,North Indian Chinese
3.9/5,543,Basavanagudi,Quick Bites,Jowar Roti Buttermilk Jolada Rotti Brinjal Curry Coffee Pongal Vegetable Biryani,South Indian Fast Food
4.0/5,52,Basavanagudi,Quick Bites,Coffee Idli Masala Dosa Sagu Dosa Kesari Bath Kharabath Plain Dosa,South Indian
3.7/5,217,Basavanagudi,Casual Dining,Chaat Brownie Onion Rings Tomato Soup Paneer Manchurian Thali Faluda,North Indian Chinese South Indian Fast Food Juices
3.9/5,111,Basavanagudi,Casual Dining,Murgh Ghee Roast Malai Kofta Butter Chicken Donne Biryani Cocktails Palak Rice Masala Peanuts,North Indian Chinese Mughlai
3.8/5,133,Basavanagudi,Quick Bites,Dabeli Faluda Masala Poori Sandwiches Tokri Chaat Pav Bhaji Dahipuri,Street Food Fast Food
3.8/5,39,Jayanagar,Quick Bites,Masala Dosa Idli Vada Sambar,South Indian North Indian
4.0/5,64,Basavanagudi,Quick Bites,Buttermilk Jolada Rotti,South Indian
3.8/5,148,Basavanagudi,Quick Bites,Sandwiches Chocolate Sandwich Chaat Veg Cheese Sandwich Chilli Cheese Corn Sandwich,Fast Food Street Food
3.8/5,55,South Bangalore,Food Truck,Biryani Momos Rolls,Chinese Rolls Biryani Momos
3.8/5,977,Banashankari,Lounge,Beer Chicken Wings Chilli Chicken Onion Rings Fries,Finger Food
4.1/5,868,Banashankari,Pub,Beer Wedges Pizza Nachos Salads Papaya Salad Buffalo Wings,Continental Italian Mexican North Indian Chinese Steak
3.3/5,62,Banashankari,Bar,Chilli Chicken,South Indian North Indian Chinese
3.0/5,98,Banashankari,Bar,Paneer Tikka Dal Kichadi French Fries,North Indian Chinese
2.7/5,377,Basavanagudi,Pub,Thai Chicken Chicken Lollipop Cocktails Jeera Rice Rolls Draught Beer French Fries,North Indian Chinese Thai
4.4/5,2487,Bannerghatta Road,Pub,Gajar Ka Halwa Chilli Chicken Hara Bhara Kebab Custard Brownie Sev Puri Pasta,North Indian Italian
